date,count,department_name,year,month,day_of_week,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
2019-06-25,63,Starwest Tech RMZ,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-26,74,Starwest Tech RMZ,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-27,50,Starwest Tech RMZ,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-28,78,Starwest Tech RMZ,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-29,46,Starwest Tech RMZ,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-30,51,Starwest Tech RMZ,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-02-01,103,The Villages Public Safety Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-02,67,The Villages Public Safety Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-03,55,The Villages Public Safety Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-04,85,The Villages Public Safety Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-05,91,The Villages Public Safety Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-06,103,The Villages Public Safety Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-07,90,The Villages Public Safety Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-08,108,The Villages Public Safety Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-09,74,The Villages Public Safety Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-10,59,The Villages Public Safety Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-11,88,The Villages Public Safety Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-12,104,The Villages Public Safety Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-13,71,The Villages Public Safety Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-14,86,The Villages Public Safety Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-15,106,The Villages Public Safety Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-16,79,The Villages Public Safety Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-17,68,The Villages Public Safety Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-18,77,The Villages Public Safety Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-19,88,The Villages Public Safety Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-20,104,The Villages Public Safety Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-21,73,The Villages Public Safety Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-22,122,The Villages Public Safety Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-23,70,The Villages Public Safety Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-24,77,The Villages Public Safety Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-25,96,The Villages Public Safety Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-26,83,The Villages Public Safety Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-27,105,The Villages Public Safety Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-28,100,The Villages Public Safety Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-03-01,101,The Villages Public Safety Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-02,58,The Villages Public Safety Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-03,72,The Villages Public Safety Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-04,107,The Villages Public Safety Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-05,77,The Villages Public Safety Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-06,100,The Villages Public Safety Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-07,75,The Villages Public Safety Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-08,98,The Villages Public Safety Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-09,74,The Villages Public Safety Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-10,67,The Villages Public Safety Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-11,83,The Villages Public Safety Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-12,106,The Villages Public Safety Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-13,103,The Villages Public Safety Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-14,93,The Villages Public Safety Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-15,91,The Villages Public Safety Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-16,70,The Villages Public Safety Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-17,63,The Villages Public Safety Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-18,96,The Villages Public Safety Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-19,74,The Villages Public Safety Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-20,96,The Villages Public Safety Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-21,80,The Villages Public Safety Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-22,92,The Villages Public Safety Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-23,84,The Villages Public Safety Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-24,68,The Villages Public Safety Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-25,102,The Villages Public Safety Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-26,100,The Villages Public Safety Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-27,100,The Villages Public Safety Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-28,79,The Villages Public Safety Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-29,100,The Villages Public Safety Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-30,65,The Villages Public Safety Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-31,74,The Villages Public Safety Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-04-01,113,The Villages Public Safety Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-02,91,The Villages Public Safety Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-03,111,The Villages Public Safety Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-04,94,The Villages Public Safety Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-05,91,The Villages Public Safety Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-06,71,The Villages Public Safety Department,2019,April,Saturday,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-07,58,The Villages Public Safety Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-08,98,The Villages Public Safety Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-09,85,The Villages Public Safety Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-10,89,The Villages Public Safety Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-11,91,The Villages Public Safety Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-12,71,The Villages Public Safety Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-13,73,The Villages Public Safety Department,2019,April,Saturday,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-14,56,The Villages Public Safety Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-15,97,The Villages Public Safety Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-16,97,The Villages Public Safety Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-17,82,The Villages Public Safety Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-18,98,The Villages Public Safety Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-19,89,The Villages Public Safety Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-20,71,The Villages Public Safety Department,2019,April,Saturday,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-21,64,The Villages Public Safety Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-22,90,The Villages Public Safety Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-23,109,The Villages Public Safety Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-24,100,The Villages Public Safety Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-25,96,The Villages Public Safety Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-26,101,The Villages Public Safety Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-27,56,The Villages Public Safety Department,2019,April,Saturday,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-28,60,The Villages Public Safety Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-29,101,The Villages Public Safety Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-30,97,The Villages Public Safety Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,100,The Villages Public Safety Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-02,97,The Villages Public Safety Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-03,78,The Villages Public Safety Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-04,65,The Villages Public Safety Department,2019,May,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-05,71,The Villages Public Safety Department,2019,May,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-06,109,The Villages Public Safety Department,2019,May,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-07,87,The Villages Public Safety Department,2019,May,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-08,79,The Villages Public Safety Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-09,72,The Villages Public Safety Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-10,100,The Villages Public Safety Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-11,60,The Villages Public Safety Department,2019,May,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-12,68,The Villages Public Safety Department,2019,May,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-13,83,The Villages Public Safety Department,2019,May,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-14,80,The Villages Public Safety Department,2019,May,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-15,70,The Villages Public Safety Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-16,90,The Villages Public Safety Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-17,102,The Villages Public Safety Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-18,62,The Villages Public Safety Department,2019,May,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-19,80,The Villages Public Safety Department,2019,May,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-20,87,The Villages Public Safety Department,2019,May,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-21,86,The Villages Public Safety Department,2019,May,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-22,89,The Villages Public Safety Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-23,75,The Villages Public Safety Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-24,82,The Villages Public Safety Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-25,55,The Villages Public Safety Department,2019,May,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-26,66,The Villages Public Safety Department,2019,May,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-27,69,The Villages Public Safety Department,2019,May,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-28,88,The Villages Public Safety Department,2019,May,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-29,81,The Villages Public Safety Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-30,100,The Villages Public Safety Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-31,92,The Villages Public Safety Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-06-01,64,The Villages Public Safety Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-02,57,The Villages Public Safety Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-03,89,The Villages Public Safety Department,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-04,87,The Villages Public Safety Department,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-05,83,The Villages Public Safety Department,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-06,92,The Villages Public Safety Department,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-07,80,The Villages Public Safety Department,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-08,57,The Villages Public Safety Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-09,56,The Villages Public Safety Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-10,68,The Villages Public Safety Department,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-11,73,The Villages Public Safety Department,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-12,96,The Villages Public Safety Department,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-13,84,The Villages Public Safety Department,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-14,87,The Villages Public Safety Department,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-15,58,The Villages Public Safety Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-16,45,The Villages Public Safety Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-17,88,The Villages Public Safety Department,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-18,83,The Villages Public Safety Department,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-19,84,The Villages Public Safety Department,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-20,75,The Villages Public Safety Department,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-21,80,The Villages Public Safety Department,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-22,66,The Villages Public Safety Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-23,61,The Villages Public Safety Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-24,100,The Villages Public Safety Department,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-25,82,The Villages Public Safety Department,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-26,84,The Villages Public Safety Department,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-27,98,The Villages Public Safety Department,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-28,91,The Villages Public Safety Department,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-29,54,The Villages Public Safety Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-30,62,The Villages Public Safety Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-02-01,8,Toms River Fire District 1,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-02,4,Toms River Fire District 1,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-03,4,Toms River Fire District 1,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-04,1,Toms River Fire District 1,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-05,2,Toms River Fire District 1,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-06,4,Toms River Fire District 1,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-07,3,Toms River Fire District 1,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-08,6,Toms River Fire District 1,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-09,2,Toms River Fire District 1,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-10,1,Toms River Fire District 1,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-11,1,Toms River Fire District 1,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-12,3,Toms River Fire District 1,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-13,2,Toms River Fire District 1,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-15,6,Toms River Fire District 1,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-16,3,Toms River Fire District 1,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-17,1,Toms River Fire District 1,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-19,2,Toms River Fire District 1,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-20,5,Toms River Fire District 1,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-21,3,Toms River Fire District 1,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-22,4,Toms River Fire District 1,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-23,4,Toms River Fire District 1,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-24,1,Toms River Fire District 1,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-25,5,Toms River Fire District 1,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-27,2,Toms River Fire District 1,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-28,2,Toms River Fire District 1,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-03-01,3,Toms River Fire District 1,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-04,2,Toms River Fire District 1,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-06,3,Toms River Fire District 1,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-07,5,Toms River Fire District 1,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-08,4,Toms River Fire District 1,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-09,3,Toms River Fire District 1,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-10,4,Toms River Fire District 1,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-11,5,Toms River Fire District 1,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-12,5,Toms River Fire District 1,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-13,1,Toms River Fire District 1,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-14,2,Toms River Fire District 1,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-15,3,Toms River Fire District 1,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-16,4,Toms River Fire District 1,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-17,2,Toms River Fire District 1,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-18,1,Toms River Fire District 1,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-19,3,Toms River Fire District 1,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-20,4,Toms River Fire District 1,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-21,1,Toms River Fire District 1,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-22,6,Toms River Fire District 1,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-23,3,Toms River Fire District 1,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-24,1,Toms River Fire District 1,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
