count,department_name,intercept,Friday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,January,March,May
21,City of Fairfax Fire Department,1,0,0,0,0,0,0,0,0,1,0
142,Ontario Fire Department,1,0,0,0,0,0,0,0,0,1,0
68,Northwest Fire District,1,0,0,0,0,0,0,0,0,1,0
520,Orange County Fire Rescue Department,1,0,0,0,0,0,0,0,0,1,0
26,Coral Gables Fire and Rescue Department,1,0,0,0,0,0,0,0,0,1,0
7,City of Westfield Fire Department,1,0,0,0,0,0,0,0,0,1,0
234,Anne Arundel County Fire Department,1,0,0,0,0,0,0,0,0,1,0
82,Starwest Tech RMZ,1,0,0,0,0,0,0,0,0,1,0
12,Jackson County Fire District 3,1,0,0,0,0,0,0,0,0,1,0
16,Plainfield Fire Protection District,1,0,0,0,0,0,0,0,0,1,0
83,Richland Fire and Emergency Services,1,0,0,0,0,0,0,0,0,1,0
20,Kingston Fire and Rescue,1,0,0,0,0,0,0,0,0,1,0
61,City of Fort Myers Fire Department,1,0,0,0,0,0,0,0,0,1,0
83,Pasco Fire Department,1,0,0,0,0,0,0,0,0,1,0
2,Simsbury Volunteer Fire Department,1,0,0,0,0,0,0,0,0,1,0
1159,Los Angeles County Fire Department,1,0,0,0,0,0,0,0,0,1,0
2,Cicero Fire Department,1,0,0,0,0,0,0,0,0,1,0
72,West Palm Beach Fire Department,1,0,0,0,0,0,0,0,0,1,0
237,Mesa Fire and Medical Department,1,0,0,0,0,0,0,0,0,1,0
47,Jersey City Fire Department,1,0,0,0,0,0,0,0,0,1,0
55,Delray Beach Fire-Rescue Department,1,0,0,0,0,0,0,0,0,1,0
302,Sacramento Metropolitan Fire District,1,0,0,0,0,0,0,0,0,1,0
262,Albuquerque Fire Rescue,1,0,0,0,0,0,0,0,0,1,0
30,South Adams County Fire Protection District,1,0,0,0,0,0,0,0,0,1,0
443,San Francisco Fire Department,1,0,0,0,0,0,0,0,0,1,0
255,Tucson Fire Department,1,0,0,0,0,0,0,0,0,1,0
150,City of Saint Paul Fire Department,1,0,0,0,0,0,0,0,0,1,0
2,Toms River Fire District 1,1,0,0,0,0,0,0,0,0,1,0
80,Hall County Fire Services,1,0,0,0,0,0,0,0,0,1,0
19,Carmel Fire Department,1,0,0,0,0,0,0,0,0,1,0
376,Memphis Division of Fire Services,1,0,0,0,0,0,0,0,0,1,0
62,Loudoun County Fire Rescue and EMS,1,0,0,0,0,0,0,0,0,1,0
204,Boston Fire Department,1,0,0,0,0,0,0,0,0,1,0
7,Torrington Fire Department,1,0,0,0,0,0,0,0,0,1,0
721,Miami-Dade Fire Rescue Department,1,0,0,0,0,0,0,0,0,1,0
34,East Pierce Fire and Rescue,1,0,0,0,0,0,0,0,0,1,0
37,Alexandria Fire Department,1,0,0,0,0,0,0,0,0,1,0
20,Riviera Beach Fire Rescue,1,0,0,0,0,0,0,0,0,1,0
96,Newport News Fire Department,1,0,0,0,0,0,0,0,0,1,0
47,Bellevue Fire Department,1,0,0,0,0,0,0,0,0,1,0
107,The Villages Public Safety Department,1,0,0,0,0,0,0,0,0,1,0
141,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,0,0,0,0,0,0,1,0
59,Adams County Fire Protection District,1,0,0,0,0,0,0,0,0,1,0
168,Lexington Fire Department,1,0,0,0,0,0,0,0,0,1,0
1,Sheridan Fire Department,1,0,0,0,0,0,0,0,0,1,0
19,Delaware Fire Department,1,0,0,0,0,0,0,0,0,1,0
15,Noblesville Fire Department,1,0,0,0,0,0,0,0,0,1,0
83,Richmond Fire and Emergency Services,1,0,0,0,0,0,0,0,0,1,0
105,West Metro Fire Rescue,1,0,0,0,0,0,0,0,0,1,0
23,Rogers Fire Department,1,0,0,0,0,0,0,0,0,1,0
33,New Rochelle Fire Department,1,0,0,0,0,0,0,0,0,1,0
52,Golder Ranch Fire District,1,0,0,0,0,0,0,0,0,1,0
58,City of Roseville Fire Department,1,0,0,0,0,0,0,0,0,1,0
18,Fishers Fire and Emergency Services,1,0,0,0,0,0,0,0,0,1,0
4,Sheridan Fire Department,1,0,0,0,0,1,0,0,0,1,0
690,Clark County Fire Department,1,0,0,0,0,1,0,0,0,1,0
87,Pasco Fire Department,1,0,0,0,0,1,0,0,0,1,0
60,City of Roseville Fire Department,1,0,0,0,0,1,0,0,0,1,0
58,Golder Ranch Fire District,1,0,0,0,0,1,0,0,0,1,0
1,Simsbury Volunteer Fire Department,1,0,0,0,0,1,0,0,0,1,0
433,San Francisco Fire Department,1,0,0,0,0,1,0,0,0,1,0
87,Richland Fire and Emergency Services,1,0,0,0,0,1,0,0,0,1,0
49,Alexandria Fire Department,1,0,0,0,0,1,0,0,0,1,0
111,Richmond Fire and Emergency Services,1,0,0,0,0,1,0,0,0,1,0
14,Fishers Fire and Emergency Services,1,0,0,0,0,1,0,0,0,1,0
22,Riviera Beach Fire Rescue,1,0,0,0,0,1,0,0,0,1,0
76,West Palm Beach Fire Department,1,0,0,0,0,1,0,0,0,1,0
13,City of Westfield Fire Department,1,0,0,0,0,1,0,0,0,1,0
5,Southern Platte Fire Protection District,1,0,0,0,0,1,0,0,0,1,0
21,Rogers Fire Department,1,0,0,0,0,1,0,0,0,1,0
8,St Louis Park Fire Department,1,0,0,0,0,1,0,0,0,1,0
133,West Metro Fire Rescue,1,0,0,0,0,1,0,0,0,1,0
58,City of Fort Myers Fire Department,1,0,0,0,0,1,0,0,0,1,0
11,Plainfield Fire Protection District,1,0,0,0,0,1,0,0,0,1,0
61,Hall County Fire Services,1,0,0,0,0,1,0,0,0,1,0
29,South Adams County Fire Protection District,1,0,0,0,0,1,0,0,0,1,0
26,Jackson County Fire District 3,1,0,0,0,0,1,0,0,0,1,0
138,City of Saint Paul Fire Department,1,0,0,0,0,1,0,0,0,1,0
231,Anne Arundel County Fire Department,1,0,0,0,0,1,0,0,0,1,0
155,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,0,0,1,0,0,0,1,0
283,Sacramento Metropolitan Fire District,1,0,0,0,0,1,0,0,0,1,0
45,Cosumnes Community Services District Fire Department,1,0,0,0,0,1,0,0,0,1,0
226,Boston Fire Department,1,0,0,0,0,1,0,0,0,1,0
611,Miami-Dade Fire Rescue Department,1,0,0,0,0,1,0,0,0,1,0
65,Starwest Tech RMZ,1,0,0,0,0,1,0,0,0,1,0
40,New Rochelle Fire Department,1,0,0,0,0,1,0,0,0,1,0
31,East Pierce Fire and Rescue,1,0,0,0,0,1,0,0,0,1,0
370,Memphis Division of Fire Services,1,0,0,0,0,1,0,0,0,1,0
1066,Los Angeles County Fire Department,1,0,0,0,0,1,0,0,0,1,0
19,Delaware Fire Department,1,0,0,0,0,1,0,0,0,1,0
129,Ontario Fire Department,1,0,0,0,0,1,0,0,0,1,0
77,The Villages Public Safety Department,1,0,0,0,0,1,0,0,0,1,0
109,Newport News Fire Department,1,0,0,0,0,1,0,0,0,1,0
54,Bellevue Fire Department,1,0,0,0,0,1,0,0,0,1,0
59,Loudoun County Fire Rescue and EMS,1,0,0,0,0,1,0,0,0,1,0
46,Northwest Fire District,1,0,0,0,0,1,0,0,0,1,0
2,Fairmount Fire Protection District,1,0,0,0,0,1,0,0,0,1,0
50,Adams County Fire Protection District,1,0,0,0,0,1,0,0,0,1,0
13,Noblesville Fire Department,1,0,0,0,0,1,0,0,0,1,0
277,Tucson Fire Department,1,0,0,0,0,1,0,0,0,1,0
27,Coral Gables Fire and Rescue Department,1,0,0,0,0,1,0,0,0,1,0
1,Jackson Township Fire Department,1,0,0,0,0,1,0,0,0,1,0
268,Albuquerque Fire Rescue,1,0,0,0,0,1,0,0,0,1,0
160,Lexington Fire Department,1,0,0,0,0,1,0,0,0,1,0
39,Delray Beach Fire-Rescue Department,1,0,0,0,0,1,0,0,0,1,0
234,Mesa Fire and Medical Department,1,0,0,0,0,1,0,0,0,1,0
11,Kingston Fire and Rescue,1,0,0,0,0,1,0,0,0,1,0
145,Orlando Fire Department,1,0,0,0,0,1,0,0,0,1,0
21,City of Fairfax Fire Department,1,0,0,0,0,1,0,0,0,1,0
22,Carmel Fire Department,1,0,0,0,0,1,0,0,0,1,0
40,Jersey City Fire Department,1,0,0,0,0,1,0,0,0,1,0
562,Orange County Fire Rescue Department,1,0,0,0,0,1,0,0,0,1,0
3,Cicero Fire Department,1,0,0,0,0,1,0,0,0,1,0
132,West Metro Fire Rescue,1,0,0,0,0,0,1,0,0,1,0
183,Boston Fire Department,1,0,0,0,0,0,1,0,0,1,0
1,Fairmount Fire Protection District,1,0,0,0,0,0,1,0,0,1,0
15,Noblesville Fire Department,1,0,0,0,0,0,1,0,0,1,0
44,Delray Beach Fire-Rescue Department,1,0,0,0,0,0,1,0,0,1,0
2,Cicero Fire Department,1,0,0,0,0,0,1,0,0,1,0
259,Mesa Fire and Medical Department,1,0,0,0,0,0,1,0,0,1,0
99,Richmond Fire and Emergency Services,1,0,0,0,0,0,1,0,0,1,0
11,Torrington Fire Department,1,0,0,0,0,0,1,0,0,1,0
659,Miami-Dade Fire Rescue Department,1,0,0,0,0,0,1,0,0,1,0
64,Hall County Fire Services,1,0,0,0,0,0,1,0,0,1,0
62,Bellevue Fire Department,1,0,0,0,0,0,1,0,0,1,0
32,South Adams County Fire Protection District,1,0,0,0,0,0,1,0,0,1,0
84,West Palm Beach Fire Department,1,0,0,0,0,0,1,0,0,1,0
18,Fishers Fire and Emergency Services,1,0,0,0,0,0,1,0,0,1,0
61,Alexandria Fire Department,1,0,0,0,0,0,1,0,0,1,0
92,Newport News Fire Department,1,0,0,0,0,0,1,0,0,1,0
124,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,0,0,0,1,0,0,1,0
3,Toms River Fire District 1,1,0,0,0,0,0,1,0,0,1,0
23,Riviera Beach Fire Rescue,1,0,0,0,0,0,1,0,0,1,0
61,Loudoun County Fire Rescue and EMS,1,0,0,0,0,0,1,0,0,1,0
43,Jersey City Fire Department,1,0,0,0,0,0,1,0,0,1,0
57,City of Fort Myers Fire Department,1,0,0,0,0,0,1,0,0,1,0
18,Delaware Fire Department,1,0,0,0,0,0,1,0,0,1,0
132,City of Saint Paul Fire Department,1,0,0,0,0,0,1,0,0,1,0
20,Rogers Fire Department,1,0,0,0,0,0,1,0,0,1,0
100,The Villages Public Safety Department,1,0,0,0,0,0,1,0,0,1,0
29,New Rochelle Fire Department,1,0,0,0,0,0,1,0,0,1,0
407,Memphis Division of Fire Services,1,0,0,0,0,0,1,0,0,1,0
86,Pasco Fire Department,1,0,0,0,0,0,1,0,0,1,0
43,Cosumnes Community Services District Fire Department,1,0,0,0,0,0,1,0,0,1,0
25,East Pierce Fire and Rescue,1,0,0,0,0,0,1,0,0,1,0
61,City of Roseville Fire Department,1,0,0,0,0,0,1,0,0,1,0
3,Jackson Township Fire Department,1,0,0,0,0,0,1,0,0,1,0
20,Jackson County Fire District 3,1,0,0,0,0,0,1,0,0,1,0
158,Lexington Fire Department,1,0,0,0,0,0,1,0,0,1,0
24,Coral Gables Fire and Rescue Department,1,0,0,0,0,0,1,0,0,1,0
219,Anne Arundel County Fire Department,1,0,0,0,0,0,1,0,0,1,0
10,Plainfield Fire Protection District,1,0,0,0,0,0,1,0,0,1,0
590,Orange County Fire Rescue Department,1,0,0,0,0,0,1,0,0,1,0
24,Carmel Fire Department,1,0,0,0,0,0,1,0,0,1,0
160,Orlando Fire Department,1,0,0,0,0,0,1,0,0,1,0
11,Kingston Fire and Rescue,1,0,0,0,0,0,1,0,0,1,0
684,Clark County Fire Department,1,0,0,0,0,0,1,0,0,1,0
2,Wayne Township Volunteer Fire Department,1,0,0,0,0,0,1,0,0,1,0
20,City of Fairfax Fire Department,1,0,0,0,0,0,1,0,0,1,0
2,Sheridan Fire Department,1,0,0,0,0,0,1,0,0,1,0
17,St Louis Park Fire Department,1,0,0,0,0,0,1,0,0,1,0
121,Ontario Fire Department,1,0,0,0,0,0,1,0,0,1,0
64,Starwest Tech RMZ,1,0,0,0,0,0,1,0,0,1,0
250,Albuquerque Fire Rescue,1,0,0,0,0,0,1,0,0,1,0
86,Richland Fire and Emergency Services,1,0,0,0,0,0,1,0,0,1,0
276,Tucson Fire Department,1,0,0,0,0,0,1,0,0,1,0
48,Northwest Fire District,1,0,0,0,0,0,1,0,0,1,0
57,Adams County Fire Protection District,1,0,0,0,0,0,1,0,0,1,0
7,City of Westfield Fire Department,1,0,0,0,0,0,1,0,0,1,0
409,San Francisco Fire Department,1,0,0,0,0,0,1,0,0,1,0
279,Sacramento Metropolitan Fire District,1,0,0,0,0,0,1,0,0,1,0
44,Golder Ranch Fire District,1,0,0,0,0,0,1,0,0,1,0
1102,Los Angeles County Fire Department,1,0,0,0,0,0,1,0,0,1,0
6,Southern Platte Fire Protection District,1,0,0,0,0,0,1,0,0,1,0
157,Lexington Fire Department,1,0,0,0,1,0,0,0,0,1,0
1,Sheridan Fire Department,1,0,0,0,1,0,0,0,0,1,0
33,South Adams County Fire Protection District,1,0,0,0,1,0,0,0,0,1,0
198,Boston Fire Department,1,0,0,0,1,0,0,0,0,1,0
43,Golder Ranch Fire District,1,0,0,0,1,0,0,0,0,1,0
8,Torrington Fire Department,1,0,0,0,1,0,0,0,0,1,0
20,Kingston Fire and Rescue,1,0,0,0,1,0,0,0,0,1,0
128,City of Saint Paul Fire Department,1,0,0,0,1,0,0,0,0,1,0
31,East Pierce Fire and Rescue,1,0,0,0,1,0,0,0,0,1,0
10,Carmel Fire Department,1,0,0,0,1,0,0,0,0,1,0
1100,Los Angeles County Fire Department,1,0,0,0,1,0,0,0,0,1,0
31,Jersey City Fire Department,1,0,0,0,1,0,0,0,0,1,0
58,City of Roseville Fire Department,1,0,0,0,1,0,0,0,0,1,0
118,West Metro Fire Rescue,1,0,0,0,1,0,0,0,0,1,0
380,Memphis Division of Fire Services,1,0,0,0,1,0,0,0,0,1,0
379,San Francisco Fire Department,1,0,0,0,1,0,0,0,0,1,0
12,Beavercreek Township Fire Department,1,0,0,0,1,0,0,0,0,1,0
54,Alexandria Fire Department,1,0,0,0,1,0,0,0,0,1,0
5,Toms River Fire District 1,1,0,0,0,1,0,0,0,0,1,0
2,Simsbury Volunteer Fire Department,1,0,0,0,1,0,0,0,0,1,0
46,Loudoun County Fire Rescue and EMS,1,0,0,0,1,0,0,0,0,1,0
19,Delaware Fire Department,1,0,0,0,1,0,0,0,0,1,0
46,Delray Beach Fire-Rescue Department,1,0,0,0,1,0,0,0,0,1,0
281,Tucson Fire Department,1,0,0,0,1,0,0,0,0,1,0
313,Sacramento Metropolitan Fire District,1,0,0,0,1,0,0,0,0,1,0
33,Northwest Fire District,1,0,0,0,1,0,0,0,0,1,0
6,City of Westfield Fire Department,1,0,0,0,1,0,0,0,0,1,0
235,Albuquerque Fire Rescue,1,0,0,0,1,0,0,0,0,1,0
5,Southern Platte Fire Protection District,1,0,0,0,1,0,0,0,0,1,0
13,Plainfield Fire Protection District,1,0,0,0,1,0,0,0,0,1,0
133,Ontario Fire Department,1,0,0,0,1,0,0,0,0,1,0
74,Starwest Tech RMZ,1,0,0,0,1,0,0,0,0,1,0
83,Richland Fire and Emergency Services,1,0,0,0,1,0,0,0,0,1,0
60,Adams County Fire Protection District,1,0,0,0,1,0,0,0,0,1,0
29,Coral Gables Fire and Rescue Department,1,0,0,0,1,0,0,0,0,1,0
238,Anne Arundel County Fire Department,1,0,0,0,1,0,0,0,0,1,0
18,St Louis Park Fire Department,1,0,0,0,1,0,0,0,0,1,0
28,Jackson County Fire District 3,1,0,0,0,1,0,0,0,0,1,0
3,Wayne Township Volunteer Fire Department,1,0,0,0,1,0,0,0,0,1,0
182,Orlando Fire Department,1,0,0,0,1,0,0,0,0,1,0
675,Clark County Fire Department,1,0,0,0,1,0,0,0,0,1,0
25,City of Fairfax Fire Department,1,0,0,0,1,0,0,0,0,1,0
83,Pasco Fire Department,1,0,0,0,1,0,0,0,0,1,0
4,Jackson Township Fire Department,1,0,0,0,1,0,0,0,0,1,0
57,Cosumnes Community Services District Fire Department,1,0,0,0,1,0,0,0,0,1,0
77,Hall County Fire Services,1,0,0,0,1,0,0,0,0,1,0
5,Fairmount Fire Protection District,1,0,0,0,1,0,0,0,0,1,0
226,Mesa Fire and Medical Department,1,0,0,0,1,0,0,0,0,1,0
66,City of Fort Myers Fire Department,1,0,0,0,1,0,0,0,0,1,0
20,Rogers Fire Department,1,0,0,0,1,0,0,0,0,1,0
128,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,0,1,0,0,0,0,1,0
668,Miami-Dade Fire Rescue Department,1,0,0,0,1,0,0,0,0,1,0
1,Cicero Fire Department,1,0,0,0,1,0,0,0,0,1,0
75,The Villages Public Safety Department,1,0,0,0,1,0,0,0,0,1,0
55,West Palm Beach Fire Department,1,0,0,0,1,0,0,0,0,1,0
30,New Rochelle Fire Department,1,0,0,0,1,0,0,0,0,1,0
569,Orange County Fire Rescue Department,1,0,0,0,1,0,0,0,0,1,0
64,Bellevue Fire Department,1,0,0,0,1,0,0,0,0,1,0
96,Newport News Fire Department,1,0,0,0,1,0,0,0,0,1,0
14,Noblesville Fire Department,1,0,0,0,1,0,0,0,0,1,0
19,Fishers Fire and Emergency Services,1,0,0,0,1,0,0,0,0,1,0
96,Richmond Fire and Emergency Services,1,0,0,0,1,0,0,0,0,1,0
20,Riviera Beach Fire Rescue,1,0,0,0,1,0,0,0,0,1,0
98,West Metro Fire Rescue,1,1,0,0,0,0,0,0,0,1,0
18,South Adams County Fire Protection District,1,1,0,0,0,0,0,0,0,1,0
68,City of Fort Myers Fire Department,1,1,0,0,0,0,0,0,0,1,0
5,Torrington Fire Department,1,1,0,0,0,0,0,0,0,1,0
11,St Louis Park Fire Department,1,1,0,0,0,0,0,0,0,1,0
242,Albuquerque Fire Rescue,1,1,0,0,0,0,0,0,0,1,0
1,Cicero Fire Department,1,1,0,0,0,0,0,0,0,1,0
4,Toms River Fire District 1,1,1,0,0,0,0,0,0,0,1,0
98,The Villages Public Safety Department,1,1,0,0,0,0,0,0,0,1,0
18,Carmel Fire Department,1,1,0,0,0,0,0,0,0,1,0
21,City of Fairfax Fire Department,1,1,0,0,0,0,0,0,0,1,0
3,Simsbury Volunteer Fire Department,1,1,0,0,0,0,0,0,0,1,0
8,Southern Platte Fire Protection District,1,1,0,0,0,0,0,0,0,1,0
257,Tucson Fire Department,1,1,0,0,0,0,0,0,0,1,0
70,Starwest Tech RMZ,1,1,0,0,0,0,0,0,0,1,0
74,Pasco Fire Department,1,1,0,0,0,0,0,0,0,1,0
713,Miami-Dade Fire Rescue Department,1,1,0,0,0,0,0,0,0,1,0
91,Richmond Fire and Emergency Services,1,1,0,0,0,0,0,0,0,1,0
161,Lexington Fire Department,1,1,0,0,0,0,0,0,0,1,0
74,Richland Fire and Emergency Services,1,1,0,0,0,0,0,0,0,1,0
8,City of Westfield Fire Department,1,1,0,0,0,0,0,0,0,1,0
51,Cosumnes Community Services District Fire Department,1,1,0,0,0,0,0,0,0,1,0
76,West Palm Beach Fire Department,1,1,0,0,0,0,0,0,0,1,0
216,Boston Fire Department,1,1,0,0,0,0,0,0,0,1,0
11,Plainfield Fire Protection District,1,1,0,0,0,0,0,0,0,1,0
49,Loudoun County Fire Rescue and EMS,1,1,0,0,0,0,0,0,0,1,0
242,Anne Arundel County Fire Department,1,1,0,0,0,0,0,0,0,1,0
428,Memphis Division of Fire Services,1,1,0,0,0,0,0,0,0,1,0
18,Kingston Fire and Rescue,1,1,0,0,0,0,0,0,0,1,0
14,Beavercreek Township Fire Department,1,1,0,0,0,0,0,0,0,1,0
61,Delray Beach Fire-Rescue Department,1,1,0,0,0,0,0,0,0,1,0
205,Mesa Fire and Medical Department,1,1,0,0,0,0,0,0,0,1,0
154,Orlando Fire Department,1,1,0,0,0,0,0,0,0,1,0
36,Adams County Fire Protection District,1,1,0,0,0,0,0,0,0,1,0
30,Delaware Fire Department,1,1,0,0,0,0,0,0,0,1,0
630,Orange County Fire Rescue Department,1,1,0,0,0,0,0,0,0,1,0
33,Coral Gables Fire and Rescue Department,1,1,0,0,0,0,0,0,0,1,0
40,New Rochelle Fire Department,1,1,0,0,0,0,0,0,0,1,0
95,Newport News Fire Department,1,1,0,0,0,0,0,0,0,1,0
152,Ontario Fire Department,1,1,0,0,0,0,0,0,0,1,0
17,Noblesville Fire Department,1,1,0,0,0,0,0,0,0,1,0
707,Clark County Fire Department,1,1,0,0,0,0,0,0,0,1,0
40,East Pierce Fire and Rescue,1,1,0,0,0,0,0,0,0,1,0
1061,Los Angeles County Fire Department,1,1,0,0,0,0,0,0,0,1,0
30,Jackson County Fire District 3,1,1,0,0,0,0,0,0,0,1,0
1,Sheridan Fire Department,1,1,0,0,0,0,0,0,0,1,0
36,City of Roseville Fire Department,1,1,0,0,0,0,0,0,0,1,0
35,Golder Ranch Fire District,1,1,0,0,0,0,0,0,0,1,0
470,San Francisco Fire Department,1,1,0,0,0,0,0,0,0,1,0
21,Fishers Fire and Emergency Services,1,1,0,0,0,0,0,0,0,1,0
69,Hall County Fire Services,1,1,0,0,0,0,0,0,0,1,0
60,Alexandria Fire Department,1,1,0,0,0,0,0,0,0,1,0
16,Riviera Beach Fire Rescue,1,1,0,0,0,0,0,0,0,1,0
146,City of Saint Paul Fire Department,1,1,0,0,0,0,0,0,0,1,0
1,Jackson Township Fire Department,1,1,0,0,0,0,0,0,0,1,0
297,Sacramento Metropolitan Fire District,1,1,0,0,0,0,0,0,0,1,0
46,Northwest Fire District,1,1,0,0,0,0,0,0,0,1,0
20,Rogers Fire Department,1,1,0,0,0,0,0,0,0,1,0
33,Jersey City Fire Department,1,1,0,0,0,0,0,0,0,1,0
150,Broward County Sheriffs Office Department of Fire Rescue,1,1,0,0,0,0,0,0,0,1,0
47,Bellevue Fire Department,1,1,0,0,0,0,0,0,0,1,0
1106,Los Angeles County Fire Department,1,0,1,0,0,0,0,0,0,1,0
2,Fairmount Fire Protection District,1,0,1,0,0,0,0,0,0,1,0
22,Delaware Fire Department,1,0,1,0,0,0,0,0,0,1,0
21,Fishers Fire and Emergency Services,1,0,1,0,0,0,0,0,0,1,0
46,Golder Ranch Fire District,1,0,1,0,0,0,0,0,0,1,0
16,Kingston Fire and Rescue,1,0,1,0,0,0,0,0,0,1,0
43,New Rochelle Fire Department,1,0,1,0,0,0,0,0,0,1,0
94,West Metro Fire Rescue,1,0,1,0,0,0,0,0,0,1,0
70,Newport News Fire Department,1,0,1,0,0,0,0,0,0,1,0
47,Jersey City Fire Department,1,0,1,0,0,0,0,0,0,1,0
14,Noblesville Fire Department,1,0,1,0,0,0,0,0,0,1,0
50,Cosumnes Community Services District Fire Department,1,0,1,0,0,0,0,0,0,1,0
17,Carmel Fire Department,1,0,1,0,0,0,0,0,0,1,0
74,The Villages Public Safety Department,1,0,1,0,0,0,0,0,0,1,0
702,Miami-Dade Fire Rescue Department,1,0,1,0,0,0,0,0,0,1,0
8,Torrington Fire Department,1,0,1,0,0,0,0,0,0,1,0
2,Jackson Township Fire Department,1,0,1,0,0,0,0,0,0,1,0
186,Boston Fire Department,1,0,1,0,0,0,0,0,0,1,0
241,Tucson Fire Department,1,0,1,0,0,0,0,0,0,1,0
45,Bellevue Fire Department,1,0,1,0,0,0,0,0,0,1,0
16,Jackson County Fire District 3,1,0,1,0,0,0,0,0,0,1,0
51,Loudoun County Fire Rescue and EMS,1,0,1,0,0,0,0,0,0,1,0
5,Cicero Fire Department,1,0,1,0,0,0,0,0,0,1,0
3,Toms River Fire District 1,1,0,1,0,0,0,0,0,0,1,0
419,Memphis Division of Fire Services,1,0,1,0,0,0,0,0,0,1,0
19,Beavercreek Township Fire Department,1,0,1,0,0,0,0,0,0,1,0
2,Wayne Township Volunteer Fire Department,1,0,1,0,0,0,0,0,0,1,0
60,Delray Beach Fire-Rescue Department,1,0,1,0,0,0,0,0,0,1,0
69,Hall County Fire Services,1,0,1,0,0,0,0,0,0,1,0
195,Mesa Fire and Medical Department,1,0,1,0,0,0,0,0,0,1,0
185,Lexington Fire Department,1,0,1,0,0,0,0,0,0,1,0
23,East Pierce Fire and Rescue,1,0,1,0,0,0,0,0,0,1,0
4,Sheridan Fire Department,1,0,1,0,0,0,0,0,0,1,0
75,Richmond Fire and Emergency Services,1,0,1,0,0,0,0,0,0,1,0
75,City of Fort Myers Fire Department,1,0,1,0,0,0,0,0,0,1,0
76,West Palm Beach Fire Department,1,0,1,0,0,0,0,0,0,1,0
15,Plainfield Fire Protection District,1,0,1,0,0,0,0,0,0,1,0
65,Pasco Fire Department,1,0,1,0,0,0,0,0,0,1,0
13,St Louis Park Fire Department,1,0,1,0,0,0,0,0,0,1,0
146,Broward County Sheriffs Office Department of Fire Rescue,1,0,1,0,0,0,0,0,0,1,0
629,Clark County Fire Department,1,0,1,0,0,0,0,0,0,1,0
26,South Adams County Fire Protection District,1,0,1,0,0,0,0,0,0,1,0
49,Adams County Fire Protection District,1,0,1,0,0,0,0,0,0,1,0
138,City of Saint Paul Fire Department,1,0,1,0,0,0,0,0,0,1,0
13,City of Fairfax Fire Department,1,0,1,0,0,0,0,0,0,1,0
239,Sacramento Metropolitan Fire District,1,0,1,0,0,0,0,0,0,1,0
6,Southern Platte Fire Protection District,1,0,1,0,0,0,0,0,0,1,0
21,Rogers Fire Department,1,0,1,0,0,0,0,0,0,1,0
44,Alexandria Fire Department,1,0,1,0,0,0,0,0,0,1,0
50,Northwest Fire District,1,0,1,0,0,0,0,0,0,1,0
30,Riviera Beach Fire Rescue,1,0,1,0,0,0,0,0,0,1,0
263,Albuquerque Fire Rescue,1,0,1,0,0,0,0,0,0,1,0
35,City of Roseville Fire Department,1,0,1,0,0,0,0,0,0,1,0
65,Richland Fire and Emergency Services,1,0,1,0,0,0,0,0,0,1,0
45,Starwest Tech RMZ,1,0,1,0,0,0,0,0,0,1,0
173,Orlando Fire Department,1,0,1,0,0,0,0,0,0,1,0
16,City of Westfield Fire Department,1,0,1,0,0,0,0,0,0,1,0
111,Ontario Fire Department,1,0,1,0,0,0,0,0,0,1,0
420,San Francisco Fire Department,1,0,1,0,0,0,0,0,0,1,0
32,Coral Gables Fire and Rescue Department,1,0,1,0,0,0,0,0,0,1,0
477,Orange County Fire Rescue Department,1,0,1,0,0,0,0,0,0,1,0
1,Simsbury Volunteer Fire Department,1,0,1,0,0,0,0,0,0,1,0
223,Anne Arundel County Fire Department,1,0,1,0,0,0,0,0,0,1,0
25,Riviera Beach Fire Rescue,1,0,0,1,0,0,0,0,0,1,0
27,East Pierce Fire and Rescue,1,0,0,1,0,0,0,0,0,1,0
1,Fairmount Fire Protection District,1,0,0,1,0,0,0,0,0,1,0
99,Richmond Fire and Emergency Services,1,0,0,1,0,0,0,0,0,1,0
39,Jersey City Fire Department,1,0,0,1,0,0,0,0,0,1,0
41,Northwest Fire District,1,0,0,1,0,0,0,0,0,1,0
227,Tucson Fire Department,1,0,0,1,0,0,0,0,0,1,0
1,Jackson Township Fire Department,1,0,0,1,0,0,0,0,0,1,0
19,Rogers Fire Department,1,0,0,1,0,0,0,0,0,1,0
22,Jackson County Fire District 3,1,0,0,1,0,0,0,0,0,1,0
213,Sacramento Metropolitan Fire District,1,0,0,1,0,0,0,0,0,1,0
50,Hall County Fire Services,1,0,0,1,0,0,0,0,0,1,0
1,Simsbury Volunteer Fire Department,1,0,0,1,0,0,0,0,0,1,0
10,Fishers Fire and Emergency Services,1,0,0,1,0,0,0,0,0,1,0
39,Golder Ranch Fire District,1,0,0,1,0,0,0,0,0,1,0
388,San Francisco Fire Department,1,0,0,1,0,0,0,0,0,1,0
47,City of Roseville Fire Department,1,0,0,1,0,0,0,0,0,1,0
89,West Metro Fire Rescue,1,0,0,1,0,0,0,0,0,1,0
